loop	totalEnergy	potEnergy	kinEnergy	temperature
0	1.56339	1.43741	0.12598	487.312
1	1.5461	1.42012	0.12598	487.312
2	1.52887	1.40289	0.12598	487.312
3	1.5117	1.38572	0.12598	487.312
4	1.4946	1.36862	0.12598	487.312
5	1.47756	1.35158	0.12598	487.312
6	1.46058	1.3346	0.12598	487.312
7	1.44366	1.31768	0.12598	487.312
8	1.4268	1.30082	0.12598	487.312
9	1.41001	1.28403	0.12598	487.312
10	1.39327	1.26729	0.12598	487.312
11	1.3766	1.25062	0.12598	487.312
12	1.35998	1.234	0.12598	487.312
13	1.34343	1.21745	0.12598	487.312
14	1.32694	1.20096	0.12598	487.312
15	1.31051	1.18453	0.12598	487.312
16	1.29413	1.16815	0.12598	487.312
17	1.27782	1.15184	0.12598	487.312
18	1.26157	1.13559	0.12598	487.312
19	1.24537	1.11939	0.12598	487.312
20	1.22924	1.10326	0.12598	487.312
21	1.21316	1.08718	0.12598	487.312
22	1.19714	1.07116	0.12598	487.312
23	1.18119	1.05521	0.12598	487.312
24	1.16528	1.0393	0.12598	487.312
25	1.14944	1.02346	0.12598	487.312
26	1.13366	1.00768	0.12598	487.312
27	1.11793	0.991951	0.12598	487.312
28	1.10226	0.976282	0.12598	487.312
29	1.08665	0.960671	0.12598	487.312
30	1.0711	0.945116	0.12598	487.312
31	1.0556	0.929619	0.12598	487.312
32	1.04016	0.914178	0.12598	487.312
33	1.02477	0.898794	0.12598	487.312
34	1.00945	0.883467	0.12598	487.312
35	0.994175	0.868195	0.12598	487.312
36	0.97896	0.85298	0.12598	487.312
37	0.963801	0.837821	0.12598	487.312
38	0.948698	0.822718	0.12598	487.312
39	0.93365	0.80767	0.12598	487.312
40	0.918657	0.792677	0.12598	487.312
41	0.90372	0.77774	0.12598	487.312
42	0.888838	0.762858	0.12598	487.312
43	0.87401	0.74803	0.12598	487.312
44	0.859238	0.733258	0.12598	487.312
45	0.84452	0.71854	0.12598	487.312
46	0.829856	0.703876	0.12598	487.312
47	0.815246	0.689266	0.12598	487.312
48	0.80069	0.67471	0.12598	487.312
49	0.786188	0.660208	0.12598	487.312
50	0.77174	0.64576	0.12598	487.312
51	0.757345	0.631365	0.12598	487.312
52	0.743003	0.617023	0.12598	487.312
53	0.728715	0.602735	0.12598	487.312
54	0.714479	0.588499	0.12598	487.312
55	0.700296	0.574316	0.12598	487.312
56	0.686166	0.560186	0.12598	487.312
57	0.672088	0.546108	0.12598	487.312
58	0.658063	0.532083	0.12598	487.312
59	0.644089	0.518109	0.12598	487.312
60	0.630167	0.504187	0.12598	487.312
61	0.616298	0.490318	0.12598	487.312
62	0.602479	0.476499	0.12598	487.312
63	0.588713	0.462733	0.12598	487.312
64	0.574997	0.449017	0.12598	487.312
65	0.561332	0.435352	0.12598	487.312
66	0.547719	0.421739	0.12598	487.312
67	0.534156	0.408176	0.12598	487.312
68	0.520644	0.394664	0.12598	487.312
69	0.507182	0.381202	0.12598	487.312
70	0.49377	0.36779	0.12598	487.312
71	0.480409	0.354429	0.12598	487.312
72	0.467097	0.341117	0.12598	487.312
73	0.453835	0.327855	0.12598	487.312
74	0.440623	0.314643	0.12598	487.312
75	0.42746	0.30148	0.12598	487.312
76	0.414347	0.288367	0.12598	487.312
77	0.401282	0.275302	0.12598	487.312
78	0.388267	0.262287	0.12598	487.312
79	0.3753	0.24932	0.12598	487.312
80	0.362382	0.236402	0.12598	487.312
81	0.349513	0.223533	0.12598	487.312
82	0.336692	0.210712	0.12598	487.312
83	0.323919	0.197939	0.12598	487.312
84	0.311194	0.185214	0.12598	487.312
85	0.298517	0.172537	0.12598	487.312
86	0.285888	0.159908	0.12598	487.312
87	0.273306	0.147326	0.12598	487.312
88	0.260772	0.134792	0.12598	487.312
89	0.248285	0.122305	0.12598	487.312
90	0.235845	0.109865	0.12598	487.312
91	0.223452	0.0974719	0.12598	487.312
92	0.211106	0.0851257	0.12598	487.312
93	0.198806	0.0728261	0.12598	487.312
94	0.186553	0.0605731	0.12598	487.312
95	0.174346	0.0483664	0.12598	487.312
96	0.162186	0.0362059	0.12598	487.312
97	0.150071	0.0240914	0.12598	487.312
98	0.138003	0.0120228	0.12598	487.312
99	0.12598	-4.06342e-13	0.12598	487.312
100	0.114003	-0.0119772	0.12598	487.312
101	0.102071	-0.023909	0.12598	487.312
102	0.0901845	-0.0357955	0.12598	487.312
103	0.0783432	-0.0476368	0.12598	487.312
104	0.0665469	-0.0594331	0.12598	487.312
105	0.0547955	-0.0711845	0.12598	487.312
106	0.0430888	-0.0828912	0.12598	487.312
107	0.0314267	-0.0945533	0.12598	487.312
108	0.019809	-0.106171	0.12598	487.312
109	0.00823556	-0.117744	0.12598	487.312
110	-0.00329371	-0.129274	0.12598	487.312
111	-0.014779	-0.140759	0.12598	487.312
112	-0.0262204	-0.1522	0.12598	487.312
113	-0.0376181	-0.163598	0.12598	487.312
114	-0.0489722	-0.174952	0.12598	487.312
115	-0.0602828	-0.186263	0.12598	487.312
116	-0.0715502	-0.19753	0.12598	487.312
117	-0.0827744	-0.208754	0.12598	487.312
118	-0.0939557	-0.219936	0.12598	487.312
119	-0.105094	-0.231074	0.12598	487.312
120	-0.11619	-0.24217	0.12598	487.312
121	-0.127243	-0.253223	0.12598	487.312
122	-0.138253	-0.264233	0.12598	487.312
123	-0.149221	-0.275201	0.12598	487.312
124	-0.160147	-0.286127	0.12598	487.312
125	-0.171031	-0.297011	0.12598	487.312
126	-0.181873	-0.307853	0.12598	487.312
127	-0.192674	-0.318654	0.12598	487.312
128	-0.203432	-0.329412	0.12598	487.312
129	-0.21415	-0.34013	0.12598	487.312
130	-0.224825	-0.350805	0.12598	487.312
131	-0.23546	-0.36144	0.12598	487.312
132	-0.246053	-0.372033	0.12598	487.312
133	-0.256606	-0.382586	0.12598	487.312
134	-0.267117	-0.393097	0.12598	487.312
135	-0.277588	-0.403568	0.12598	487.312
136	-0.288019	-0.413999	0.12598	487.312
137	-0.298409	-0.424389	0.12598	487.312
138	-0.308758	-0.434738	0.12598	487.312
139	-0.319068	-0.445048	0.12598	487.312
140	-0.329337	-0.455317	0.12598	487.312
141	-0.339566	-0.465546	0.12598	487.312
142	-0.349756	-0.475736	0.12598	487.312
143	-0.359906	-0.485886	0.12598	487.312
144	-0.370016	-0.495996	0.12598	487.312
145	-0.380087	-0.506067	0.12598	487.312
146	-0.390119	-0.516099	0.12598	487.312
147	-0.400112	-0.526092	0.12598	487.312
148	-0.410065	-0.536045	0.12598	487.312
149	-0.41998	-0.54596	0.12598	487.312
150	-0.429856	-0.555836	0.12598	487.312
151	-0.439693	-0.565673	0.12598	487.312
152	-0.449492	-0.575472	0.12598	487.312
153	-0.459252	-0.585232	0.12598	487.312
154	-0.468975	-0.594955	0.12598	487.312
155	-0.478658	-0.604638	0.12598	487.312
156	-0.488304	-0.614284	0.12598	487.312
157	-0.497912	-0.623892	0.12598	487.312
158	-0.507483	-0.633463	0.12598	487.312
159	-0.517015	-0.642995	0.12598	487.312
160	-0.52651	-0.65249	0.12598	487.312
161	-0.535968	-0.661948	0.12598	487.312
162	-0.545388	-0.671368	0.12598	487.312
163	-0.554771	-0.680751	0.12598	487.312
164	-0.564118	-0.690098	0.12598	487.312
165	-0.573427	-0.699407	0.12598	487.312
166	-0.582699	-0.708679	0.12598	487.312
167	-0.591935	-0.717915	0.12598	487.312
168	-0.601134	-0.727114	0.12598	487.312
169	-0.610297	-0.736277	0.12598	487.312
