loop	totalEnergy	potEnergy	kinEnergy	temperature
0	-126.177	-227.345	101.167	14493.8
1	-125.311	-209.807	84.4964	12105.4
2	-125.225	-197.59	72.3649	10367.4
3	-125.815	-193.516	67.7016	9699.32
4	-125.286	-190.207	64.9209	9300.94
5	-125.266	-193.317	68.0511	9749.38
6	-125.846	-201.829	75.9832	10885.8
7	-125.688	-205.967	80.2792	11501.3
8	-125.423	-205.183	79.7599	11426.9
9	-125.332	-201.975	76.6436	10980.4
10	-125.118	-197.728	72.61	10402.5
11	-125.156	-194.711	69.5554	9964.9
12	-125.216	-192.305	67.0885	9611.48
13	-125.121	-189.351	64.2295	9201.89
14	-125.111	-186.633	61.5212	8813.88
15	-125.145	-184.134	58.989	8451.1
16	-125.131	-181.244	56.1134	8039.12
17	-125.101	-177.982	52.8814	7576.09
18	-125.085	-174.685	49.5995	7105.91
19	-125.076	-171.553	46.4775	6658.64
20	-125.057	-168.74	43.6831	6258.29
21	-125.068	-166.495	41.4272	5935.1
22	-125.113	-164.704	39.591	5672.03
23	-125.078	-162.982	37.904	5430.34
24	-125.021	-161.942	36.9214	5289.57
25	-125.089	-162.292	37.2037	5330.01
26	-125.201	-163.068	37.8672	5425.07
27	-125.244	-162.681	37.4367	5363.4
28	-125.162	-160.694	35.5326	5090.6
29	-124.954	-158.774	33.8199	4845.23
30	-125.07	-159.839	34.7691	4981.21
31	-125.322	-162.4	37.0777	5311.95
32	-125.316	-162.781	37.4648	5367.42
33	-125.162	-160.877	35.715	5116.74
34	-125.037	-159.142	34.1054	4886.13
35	-125.041	-159.884	34.8429	4991.79
36	-125.221	-162.856	37.635	5391.81
37	-125.212	-165.573	40.3615	5782.41
38	-125.227	-167.441	42.2143	6047.86
39	-125.234	-168.145	42.9107	6147.63
40	-125.257	-167.492	42.2348	6050.8
41	-125.217	-165.413	40.1951	5758.58
42	-125.071	-162.971	37.9002	5429.79
43	-124.991	-162.671	37.6803	5398.29
44	-125.226	-165.572	40.3466	5780.28
45	-125.373	-168.55	43.1766	6185.72
46	-125.23	-169.348	44.1174	6320.51
47	-125.109	-169.651	44.5417	6381.3
48	-125.216	-170.967	45.7512	6554.58
49	-125.247	-172.056	46.8085	6706.06
50	-125.202	-172.31	47.1083	6749.01
51	-125.15	-172.375	47.2252	6765.75
52	-125.171	-172.966	47.7946	6847.32
53	-125.197	-173.835	48.6382	6968.19
54	-125.248	-174.407	49.1599	7042.92
55	-125.337	-173.872	48.5353	6953.44
56	-125.112	-171.755	46.6433	6682.38
57	-125.326	-171.134	45.8079	6562.7
58	-125.287	-170.222	44.9353	6437.68
59	-124.995	-169.445	44.4504	6368.21
60	-125.301	-172.269	46.9681	6728.91
61	-125.498	-174.915	49.4172	7079.79
62	-125.475	-173.882	48.4072	6935.09
63	-125.036	-170.821	45.7842	6559.3
64	-125.335	-170.653	45.3181	6492.53
65	-125.228	-170.576	45.3477	6496.76
66	-125.259	-170.824	45.5644	6527.82
67	-125.39	-170.929	45.5392	6524.2
68	-125.253	-169.553	44.2997	6346.63
69	-125.341	-168.31	42.9689	6155.97
70	-125.133	-167.064	41.9316	6007.36
71	-125.112	-167.519	42.407	6075.46
72	-125.2	-170.009	44.8087	6419.55
73	-125.323	-172.732	47.4085	6792.02
74	-125.307	-173.669	48.3622	6928.64
75	-125.235	-172.672	47.4372	6796.13
76	-125.12	-170.842	45.7225	6550.46
77	-125.122	-169.759	44.637	6394.95
78	-125.157	-169.578	44.4205	6363.93
79	-125.186	-169.761	44.575	6386.06
80	-125.263	-169.766	44.5033	6375.8
81	-125.289	-168.565	43.2763	6200.01
82	-125.109	-166.278	41.1697	5898.2
83	-124.985	-165.941	40.9562	5867.62
84	-125.309	-169.278	43.9691	6299.26
85	-125.36	-171.924	46.564	6671.02
86	-125.242	-171.985	46.7432	6696.69
87	-125.172	-170.843	45.6709	6543.06
88	-125.128	-169.715	44.5872	6387.82
89	-125.128	-169.353	44.225	6335.93
90	-125.135	-169.859	44.7237	6407.38
91	-125.186	-171.067	45.8815	6573.24
92	-125.245	-172.222	46.9772	6730.22
93	-125.225	-172.527	47.3024	6776.81
94	-125.231	-172.066	46.8348	6709.81
95	-125.248	-170.818	45.5705	6528.69
96	-125.218	-168.813	43.5952	6245.69
97	-125.12	-166.96	41.8395	5994.16
98	-125.22	-166.824	41.604	5960.43
99	-125.349	-167.39	42.0414	6023.09
100	-125.04	-167.76	42.7192	6120.19
101	-125.365	-171.017	45.6519	6540.35
102	-125.456	-173.415	47.9597	6870.98
103	-125.321	-172.978	47.6571	6827.62
104	-125.344	-171.223	45.8789	6572.87
105	-125.124	-168.57	43.4455	6224.25
106	-125.057	-167.986	42.9287	6150.22
107	-125.23	-170.372	45.1423	6467.34
108	-125.346	-173.105	47.7595	6842.3
109	-125.32	-174.119	48.7992	6991.26
110	-125.266	-173.436	48.1699	6901.1
111	-125.272	-171.691	46.4194	6650.31
112	-125.161	-169.272	44.1119	6319.72
113	-125.177	-167.634	42.4565	6082.56
114	-125.17	-166.906	41.7357	5979.3
115	-125.188	-166.838	41.6497	5966.97
116	-125.151	-167.005	41.8546	5996.33
117	-125.177	-167.627	42.4496	6081.57
118	-125.236	-168.069	42.8333	6136.54
119	-125.109	-167.549	42.4393	6080.1
120	-125.103	-167.47	42.3673	6069.77
121	-125.15	-168.015	42.8654	6141.14
122	-125.135	-168.477	43.3426	6209.5
123	-125.182	-168.757	43.5748	6242.77
124	-125.223	-168.242	43.0192	6163.18
125	-125.12	-166.718	41.5985	5959.63
126	-125.072	-165.901	40.8285	5849.33
127	-125.316	-166.507	41.1911	5901.27
128	-125.271	-165.898	40.6267	5820.41
129	-125.094	-165.551	40.4573	5796.15
130	-125.289	-167.168	41.8786	5999.77
131	-125.249	-167.813	42.5645	6098.04
