loop	totalEnergy	potEnergy	kinEnergy	temperature
0	-126.684	-164.384	37.6997	5401.07
1	-126.687	-165.023	38.3365	5492.31
2	-126.709	-166.24	39.5306	5663.38
3	-126.735	-167.69	40.9544	5867.35
4	-126.749	-168.967	42.2178	6048.36
5	-126.749	-169.83	43.0806	6171.97
6	-126.743	-170.244	43.5013	6232.25
7	-126.74	-170.274	43.534	6236.93
8	-126.738	-169.96	43.2217	6192.19
9	-126.728	-169.348	42.6201	6106
10	-126.708	-168.599	41.8907	6001.49
11	-126.692	-167.992	41.3004	5916.93
12	-126.692	-167.76	41.0682	5883.66
13	-126.708	-167.897	41.1896	5901.06
14	-126.725	-168.172	41.4469	5937.92
15	-126.736	-168.317	41.5813	5957.18
16	-126.738	-168.161	41.4225	5934.42
17	-126.733	-167.656	40.9227	5862.82
18	-126.72	-166.884	40.1639	5754.1
19	-126.702	-166.051	39.349	5637.36
20	-126.685	-165.437	38.7518	5551.8
21	-126.675	-165.302	38.6266	5533.86
22	-126.679	-165.781	39.1024	5602.03
23	-126.698	-166.793	40.0954	5744.29
24	-126.724	-168.027	41.3027	5917.26
25	-126.747	-169.061	42.3144	6062.2
26	-126.759	-169.537	42.7784	6128.67
27	-126.755	-169.279	42.524	6092.22
28	-126.735	-168.365	41.6298	5964.13
29	-126.705	-167.14	40.4343	5792.85
30	-126.691	-166.074	39.3833	5642.27
31	-126.702	-165.413	38.7111	5545.97
32	-126.717	-165.027	38.3098	5488.49
33	-126.712	-164.716	38.005	5444.81
34	-126.695	-164.53	37.8352	5420.48
35	-126.689	-164.668	37.9792	5441.11
36	-126.703	-165.193	38.4901	5514.31
37	-126.732	-165.883	39.1506	5608.94
38	-126.762	-166.317	39.5555	5666.94
39	-126.776	-166.099	39.3229	5633.62
40	-126.754	-165.103	38.3484	5494.01
41	-126.692	-163.761	37.0689	5310.69
42	-126.653	-163.019	36.3661	5210.01
43	-126.684	-163.431	36.7464	5264.49
44	-126.726	-164.556	37.8301	5419.75
45	-126.738	-165.713	38.9754	5583.83
46	-126.735	-166.588	39.8524	5709.48
47	-126.733	-167.114	40.3818	5785.32
48	-126.731	-167.285	40.5536	5809.94
49	-126.728	-167.103	40.3746	5784.29
50	-126.723	-166.611	39.8882	5714.61
51	-126.713	-165.911	39.1983	5615.76
52	-126.703	-165.165	38.4623	5510.33
53	-126.696	-164.544	37.8478	5422.3
54	-126.694	-164.169	37.4757	5368.97
55	-126.693	-164.096	37.4033	5358.61
56	-126.694	-164.343	37.6496	5393.89
57	-126.701	-164.887	38.186	5470.74
58	-126.714	-165.605	38.891	5571.74
59	-126.723	-166.297	39.5735	5669.53
60	-126.722	-166.809	40.0871	5743.1
61	-126.713	-167.135	40.4223	5791.13
62	-126.703	-167.394	40.6905	5829.55
63	-126.701	-167.717	41.016	5876.19
64	-126.708	-168.134	41.4255	5934.86
65	-126.72	-168.539	41.8193	5991.27
66	-126.728	-168.769	42.0415	6023.1
67	-126.728	-168.71	41.9816	6014.52
68	-126.723	-168.354	41.6304	5964.21
69	-126.714	-167.79	41.0763	5884.82
70	-126.703	-167.178	40.4753	5798.72
71	-126.692	-166.71	40.0183	5733.25
72	-126.685	-166.572	39.8875	5714.51
73	-126.687	-166.879	40.1924	5758.19
74	-126.698	-167.606	40.9083	5860.75
75	-126.711	-168.586	41.8742	5999.14
76	-126.72	-169.601	42.8814	6143.43
77	-126.72	-170.505	43.7847	6272.84
78	-126.715	-171.261	44.5451	6381.78
79	-126.71	-171.908	45.1976	6475.26
80	-126.707	-172.504	45.7975	6561.21
81	-126.707	-173.084	46.3766	6644.17
82	-126.713	-173.628	46.9148	6721.29
83	-126.722	-174.052	47.3293	6780.67
84	-126.735	-174.218	47.483	6802.69
85	-126.745	-173.968	47.2237	6765.53
86	-126.746	-173.204	46.4585	6655.9
87	-126.733	-171.978	45.245	6482.06
88	-126.714	-170.544	43.8293	6279.23
89	-126.704	-169.249	42.5444	6095.15
90	-126.713	-168.31	41.5968	5959.39
91	-126.727	-167.684	40.957	5867.73
92	-126.73	-167.238	40.5078	5803.38
93	-126.723	-166.967	40.2447	5765.68
94	-126.715	-166.99	40.2752	5770.05
95	-126.714	-167.415	40.7015	5831.12
96	-126.729	-168.228	41.4993	5945.43
97	-126.758	-169.169	42.4116	6076.12
98	-126.782	-169.785	43.0036	6160.95
99	-126.781	-169.71	42.9291	6150.27
100	-126.748	-168.964	42.2164	6048.16
101	-126.697	-168.055	41.3578	5925.16
102	-126.668	-167.724	41.056	5881.91
103	-126.685	-168.389	41.7036	5974.69
104	-126.727	-169.795	43.0686	6170.25
105	-126.759	-171.3	44.5408	6381.17
106	-126.77	-172.353	45.5828	6530.45
107	-126.764	-172.71	45.9457	6582.45
108	-126.747	-172.405	45.6586	6541.32
109	-126.723	-171.673	44.9494	6439.71
110	-126.705	-170.846	44.1409	6323.88
111	-126.701	-170.197	43.4956	6231.43
112	-126.708	-169.794	43.0861	6172.76
113	-126.715	-169.544	42.8293	6135.97
114	-126.718	-169.34	42.6217	6106.22
115	-126.72	-169.125	42.405	6075.18
116	-126.721	-168.869	42.1478	6038.33
117	-126.719	-168.555	41.8363	5993.7
118	-126.712	-168.215	41.5034	5946.02
119	-126.704	-167.943	41.2389	5908.12
120	-126.7	-167.839	41.1384	5893.72
121	-126.703	-167.937	41.2341	5907.42
122	-126.709	-168.18	41.4712	5941.4
123	-126.718	-168.448	41.7301	5978.49
124	-126.727	-168.584	41.8567	5996.63
125	-126.734	-168.433	41.6997	5974.13
126	-126.732	-167.9	41.1679	5897.94
127	-126.719	-167.02	40.3002	5773.64
128	-126.698	-166.004	39.306	5631.2
129	-126.683	-165.179	38.4956	5515.1
130	-126.686	-164.773	38.0868	5456.53
131	-126.699	-164.762	38.0632	5453.15
132	-126.706	-164.968	38.2612	5481.52
133	-126.701	-165.279	38.5789	5527.03
134	-126.692	-165.757	39.0645	5596.61
135	-126.697	-166.483	39.786	5699.97
136	-126.716	-167.356	40.6409	5822.44
137	-126.735	-168.086	41.3514	5924.24
138	-126.747	-168.371	41.6232	5963.18
139	-126.753	-168.016	41.2629	5911.56
140	-126.753	-166.958	40.2046	5759.94
141	-126.747	-165.252	38.5049	5516.43
142	-126.732	-163.077	36.345	5206.99
143	-126.704	-160.763	34.0588	4879.46
144	-126.664	-158.841	32.1766	4609.8
145	-126.638	-157.968	31.33	4488.52
146	-126.652	-158.535	31.8839	4567.86
147	-126.687	-160.34	33.6531	4821.33
148	-126.719	-162.808	36.0891	5170.33
149	-126.74	-165.363	38.6229	5533.33
150	-126.75	-167.581	40.8301	5849.55
151	-126.751	-169.221	42.4698	6084.46
152	-126.746	-170.211	43.4657	6227.15
153	-126.738	-170.595	43.8572	6283.24
154	-126.729	-170.48	43.7511	6268.02
155	-126.721	-170.011	43.2896	6201.91
156	-126.715	-169.339	42.6245	6106.63
157	-126.71	-168.604	41.8933	6001.86
158	-126.706	-167.919	41.2131	5904.42
159	-126.701	-167.397	40.6951	5830.21
160	-126.7	-167.137	40.437	5793.23
161	-126.706	-167.182	40.4761	5798.83
162	-126.713	-167.472	40.759	5839.36
163	-126.716	-167.913	41.197	5902.11
164	-126.709	-168.477	41.7674	5983.83
165	-126.701	-169.25	42.5488	6095.78
166	-126.699	-170.345	43.646	6252.98
167	-126.708	-171.781	45.073	6457.41
168	-126.727	-173.41	46.6828	6688.04
169	-126.752	-174.932	48.1806	6902.63
170	-126.774	-175.984	49.2093	7050
171	-126.788	-176.256	49.4685	7087.14
172	-126.785	-175.616	48.8311	6995.81
173	-126.756	-174.218	47.4617	6799.63
174	-126.713	-172.597	45.8841	6573.61
175	-126.696	-171.459	44.7631	6413.01
176	-126.725	-171.105	44.38	6358.13
177	-126.762	-171.181	44.4197	6363.81
178	-126.768	-171.193	44.4247	6364.53
179	-126.747	-171.044	44.297	6346.23
180	-126.723	-171.028	44.3052	6347.41
181	-126.717	-171.479	44.7613	6412.76
