loop	totalEnergy	potEnergy	kinEnergy	temperature
0	-126.687	-158.053	31.3663	4493.71
1	-126.658	-157.951	31.2936	4483.3
2	-126.676	-158.818	32.1418	4604.82
3	-126.736	-160.295	33.5586	4807.8
4	-126.764	-161.469	34.7056	4972.11
5	-126.742	-161.852	35.1106	5030.14
6	-126.694	-161.701	35.0071	5015.31
7	-126.668	-161.669	35.0016	5014.52
8	-126.685	-162.115	35.4304	5075.96
9	-126.709	-162.796	36.0873	5170.07
10	-126.727	-163.309	36.5824	5241
11	-126.743	-163.349	36.6056	5244.33
12	-126.736	-162.734	35.9975	5157.21
13	-126.669	-161.755	35.0861	5026.64
14	-126.629	-161.471	34.8422	4991.69
15	-126.68	-162.448	35.7674	5124.23
16	-126.708	-164.001	37.2926	5342.75
17	-126.712	-165.548	38.836	5563.86
18	-126.724	-166.857	40.1325	5749.61
19	-126.742	-167.662	40.9203	5862.47
20	-126.744	-167.721	40.977	5870.59
21	-126.733	-167.088	40.3555	5781.55
22	-126.751	-166.032	39.2816	5627.7
23	-126.766	-164.52	37.7538	5408.82
24	-126.746	-162.587	35.8414	5134.84
25	-126.723	-160.709	33.9855	4868.96
26	-126.703	-159.402	32.6986	4684.58
27	-126.732	-158.968	32.236	4618.31
28	-126.73	-159.12	32.3906	4640.46
29	-126.707	-159.877	33.1704	4752.18
30	-126.752	-161.347	34.5948	4956.24
31	-126.76	-162.829	36.069	5167.45
32	-126.756	-163.968	37.2123	5331.24
33	-126.779	-164.638	37.8588	5423.86
34	-126.746	-164.545	37.7986	5415.23
35	-126.683	-164.157	37.474	5368.74
36	-126.732	-164.215	37.4826	5369.97
37	-126.79	-164.083	37.2922	5342.7
38	-126.774	-162.943	36.1689	5181.76
39	-126.747	-161.013	34.2653	4909.03
40	-126.714	-158.855	32.1412	4604.73
41	-126.646	-157.212	30.5655	4378.99
42	-126.659	-157.024	30.3657	4350.36
43	-126.727	-158.07	31.3432	4490.4
44	-126.763	-159.222	32.4587	4650.22
45	-126.761	-159.723	32.9626	4722.41
46	-126.736	-159.456	32.7201	4687.67
47	-126.692	-158.761	32.069	4594.39
48	-126.653	-158.302	31.6492	4534.24
49	-126.682	-158.591	31.9086	4571.4
50	-126.743	-159.195	32.4518	4649.23
51	-126.76	-159.223	32.4629	4650.82
52	-126.734	-158.363	31.629	4531.35
53	-126.697	-156.978	30.281	4338.23
54	-126.685	-155.618	28.9332	4145.13
55	-126.681	-154.535	27.8541	3990.54
56	-126.67	-153.837	27.1669	3892.08
57	-126.683	-153.634	26.9516	3861.24
58	-126.705	-153.727	27.0217	3871.29
59	-126.709	-153.777	27.0677	3877.87
60	-126.709	-153.672	26.9629	3862.86
61	-126.712	-153.402	26.6896	3823.71
62	-126.7	-152.976	26.2758	3764.42
63	-126.659	-152.673	26.0135	3726.84
64	-126.627	-153.156	26.5287	3800.66
65	-126.653	-154.901	28.2474	4046.88
66	-126.732	-157.449	30.717	4400.7
67	-126.768	-159.574	32.8068	4700.09
68	-126.744	-160.581	33.8373	4847.72
69	-126.714	-160.677	33.963	4865.74
70	-126.683	-160.332	33.6491	4820.76
71	-126.639	-160.105	33.4653	4794.42
72	-126.635	-160.654	34.0195	4873.82
73	-126.682	-162.059	35.3774	5068.36
74	-126.715	-163.683	36.9683	5296.29
75	-126.736	-164.983	38.247	5479.48
76	-126.767	-165.614	38.8466	5565.38
77	-126.796	-165.189	38.3938	5500.51
78	-126.796	-163.465	36.6694	5253.47
79	-126.764	-160.671	33.9064	4857.62
80	-126.678	-157.604	30.9261	4430.65
81	-126.553	-155.906	29.3537	4205.37
82	-126.635	-157.328	30.6927	4397.2
83	-126.802	-160.705	33.9027	4857.09
84	-126.812	-163.522	36.7108	5259.4
85	-126.779	-165.202	38.4229	5504.68
86	-126.778	-166.037	39.2597	5624.57
87	-126.77	-166.099	39.3283	5634.4
88	-126.721	-165.615	38.8941	5572.19
89	-126.673	-165.424	38.7511	5551.7
90	-126.75	-166.181	39.431	5649.1
91	-126.825	-166.903	40.0785	5741.88
92	-126.773	-166.585	39.8125	5703.76
93	-126.75	-165.763	39.0122	5589.12
94	-126.777	-164.758	37.9813	5441.41
95	-126.755	-163.339	36.5842	5241.25
96	-126.7	-161.897	35.197	5042.52
97	-126.684	-161.273	34.5888	4955.39
98	-126.765	-161.593	34.8276	4989.59
99	-126.768	-161.8	35.0326	5018.96
100	-126.703	-161.745	35.0418	5020.29
101	-126.698	-162.182	35.4833	5083.55
102	-126.713	-163.225	36.5114	5230.83
103	-126.733	-164.605	37.8715	5425.69
104	-126.777	-165.889	39.1115	5603.34
105	-126.792	-166.373	39.5806	5670.54
106	-126.742	-165.804	39.0624	5596.29
107	-126.69	-164.847	38.1565	5466.51
108	-126.702	-164.233	37.5311	5376.92
109	-126.731	-163.904	37.1727	5325.57
110	-126.717	-163.554	36.8367	5277.44
111	-126.7	-163.387	36.6866	5255.93
112	-126.712	-163.633	36.9216	5289.6
113	-126.73	-164.111	37.3809	5355.4
114	-126.747	-164.479	37.7324	5405.76
115	-126.761	-164.429	37.6672	5396.41
116	-126.762	-163.751	36.9892	5299.28
117	-126.748	-162.496	35.7475	5121.39
118	-126.741	-160.901	34.1596	4893.9
119	-126.686	-159.228	32.5419	4662.13
120	-126.645	-158.262	31.6171	4529.65
121	-126.685	-158.489	31.8042	4556.45
122	-126.738	-159.271	32.5328	4660.83
123	-126.776	-159.681	32.9049	4714.15
124	-126.782	-159.088	32.3062	4628.37
125	-126.715	-157.503	30.7876	4410.81
126	-126.612	-156.022	29.4109	4213.57
127	-126.627	-156.076	29.4488	4219
128	-126.709	-157.474	30.765	4407.57
129	-126.739	-158.987	32.2478	4620
130	-126.731	-159.951	33.2197	4759.24
131	-126.703	-160.329	33.6261	4817.47
132	-126.67	-160.461	33.7908	4841.06
133	-126.672	-160.759	34.0868	4883.47
134	-126.709	-161.176	34.4668	4937.92
135	-126.728	-161.221	34.4924	4941.57
136	-126.716	-160.639	33.9236	4860.08
137	-126.699	-159.63	32.9305	4717.8
138	-126.685	-158.501	31.8155	4558.06
139	-126.671	-157.553	30.8818	4424.3
140	-126.671	-157.079	30.4082	4356.45
141	-126.701	-157.164	30.4628	4364.28
142	-126.746	-157.432	30.6862	4396.27
143	-126.738	-157.353	30.6149	4386.07
144	-126.693	-157.106	30.4131	4357.15
145	-126.68	-157.375	30.6943	4397.44
146	-126.699	-158.409	31.7094	4542.87
147	-126.72	-159.93	33.2094	4757.77
148	-126.735	-161.53	34.7948	4984.9
149	-126.736	-162.882	36.1464	5178.53
150	-126.727	-163.88	37.1522	5322.64
151	-126.719	-164.58	37.861	5424.18
152	-126.717	-165.089	38.3715	5497.32
153	-126.738	-165.431	38.6932	5543.41
154	-126.766	-165.357	38.5908	5528.73
155	-126.782	-164.534	37.7516	5408.51
156	-126.771	-162.845	36.0741	5168.18
157	-126.704	-160.672	33.9683	4866.5
158	-126.638	-159.141	32.5028	4656.54
159	-126.673	-159.235	32.5616	4664.96
160	-126.744	-160.551	33.8066	4843.33
161	-126.742	-162.211	35.4698	5081.61
162	-126.808	-164.009	37.2003	5329.53
163	-126.841	-164.999	38.1585	5466.81
164	-126.785	-164.645	37.8598	5424
165	-126.767	-163.6	36.8322	5276.8
166	-126.702	-162.368	35.6665	5109.78
167	-126.658	-161.949	35.2908	5055.96
168	-126.744	-162.777	36.0332	5162.32
169	-126.765	-163.625	36.8607	5280.87
170	-126.731	-163.905	37.1742	5325.79
171	-126.699	-163.917	37.2177	5332.02
172	-126.709	-164.021	37.3121	5345.54
173	-126.74	-164.074	37.3335	5348.61
174	-126.722	-163.719	36.997	5300.41
175	-126.639	-163.347	36.7089	5259.12
176	-126.661	-164.039	37.3785	5355.06
177	-126.764	-165.431	38.667	5539.66
178	-126.805	-165.993	39.188	5614.3
179	-126.794	-164.993	38.1987	5472.56
180	-126.745	-162.644	35.899	5143.1
181	-126.685	-159.84	33.1551	4749.99
182	-126.65	-157.665	31.0149	4443.38
183	-126.65	-156.807	30.1572	4320.49
184	-126.688	-157.304	30.6165	4386.29
185	-126.731	-158.565	31.8334	4560.64
186	-126.753	-159.844	33.0913	4740.85
187	-126.75	-160.702	33.952	4864.16
188	-126.728	-161.116	34.3874	4926.54
189	-126.701	-161.387	34.6863	4969.36
190	-126.694	-161.898	35.204	5043.52
191	-126.736	-162.688	35.9516	5150.63
192	-126.802	-163.113	36.3113	5202.16
193	-126.8	-162.304	35.5037	5086.46
194	-126.718	-160.373	33.655	4821.61
195	-126.665	-158.529	31.8644	4565.07
196	-126.661	-157.646	30.9846	4439.03
197	-126.659	-157.862	31.2026	4470.26
198	-126.692	-159.08	32.3879	4640.08
199	-126.744	-160.702	33.9579	4865
200	-126.779	-161.859	35.0798	5025.74
201	-126.772	-161.983	35.2108	5044.5
202	-126.708	-161.224	34.516	4944.96
203	-126.666	-160.496	33.8305	4846.75
204	-126.691	-160.409	33.7179	4830.62
205	-126.722	-160.654	33.9315	4861.22
206	-126.725	-160.755	34.0303	4875.37
207	-126.705	-160.64	33.9355	4861.79
208	-126.7	-160.563	33.8628	4851.37
209	-126.718	-160.598	33.88	4853.84
210	-126.719	-160.558	33.8382	4847.86
211	-126.698	-160.492	33.7937	4841.48
212	-126.714	-160.705	33.9911	4869.75
213	-126.75	-161.029	34.2786	4910.95
214	-126.737	-161.043	34.3056	4914.82
215	-126.718	-160.884	34.1652	4894.71
216	-126.712	-160.815	34.1029	4885.78
217	-126.699	-160.963	34.2639	4908.84
218	-126.722	-161.449	34.7266	4975.13
219	-126.774	-161.894	35.12	5031.49
220	-126.759	-161.627	34.8673	4995.28
221	-126.709	-160.819	34.1098	4886.77
222	-126.689	-160.16	33.4706	4795.19
223	-126.702	-159.943	33.2411	4762.31
224	-126.722	-159.971	33.249	4763.45
225	-126.717	-159.949	33.2315	4760.93
226	-126.697	-159.906	33.2087	4757.67
227	-126.677	-160.114	33.4363	4790.27
228	-126.676	-160.831	34.1547	4893.19
229	-126.71	-162.015	35.3043	5057.89
230	-126.748	-163.141	36.3927	5213.82
231	-126.747	-163.658	36.9111	5288.1
232	-126.721	-163.56	36.8385	5277.69
233	-126.699	-163.229	36.5295	5233.42
234	-126.683	-163.045	36.3619	5209.41
235	-126.681	-163.285	36.6039	5244.08
236	-126.709	-163.983	37.2745	5340.16
237	-126.752	-164.751	37.9993	5444
238	-126.778	-164.997	38.2193	5475.52
239	-126.76	-164.41	37.6497	5393.91
240	-126.717	-163.332	36.6155	5245.74
241	-126.723	-162.406	35.6821	5112.02
242	-126.752	-161.638	34.8852	4997.85
243	-126.74	-160.723	33.9837	4868.69
244	-126.699	-159.9	33.2005	4756.5
245	-126.699	-159.752	33.0534	4735.42
246	-126.731	-160.301	33.5696	4809.37
247	-126.729	-161.071	34.3422	4920.06
248	-126.718	-161.909	35.1906	5041.6
249	-126.724	-162.789	36.0641	5166.75
250	-126.735	-163.492	36.7572	5266.05
251	-126.746	-163.744	36.9981	5300.56
252	-126.751	-163.309	36.5582	5237.54
253	-126.723	-162.154	35.4312	5076.08
254	-126.651	-160.816	34.1647	4894.63
255	-126.641	-160.351	33.7094	4829.39
