loop	totalEnergy	potEnergy	kinEnergy	temperature
0	-1577.76	-1579.36	1.59243	24.0617
1	-1577.9	-1591.8	13.894	209.939
2	-1578.12	-1614.51	36.3908	549.867
3	-1578.32	-1644.12	65.7989	994.224
4	-1578.45	-1677.35	98.8918	1494.26
5	-1578.52	-1711.86	133.349	2014.91
6	-1578.52	-1746.47	167.944	2537.65
7	-1578.51	-1780.78	202.266	3056.25
8	-1578.49	-1814.81	236.314	3570.72
9	-1578.48	-1848.69	270.211	4082.9
10	-1578.46	-1882.54	304.077	4594.62
11	-1578.45	-1916.45	338	5107.2
12	-1578.45	-1950.48	372.035	5621.47
13	-1578.44	-1984.62	406.18	6137.41
14	-1578.45	-2018.8	440.352	6653.74
15	-1578.47	-2052.81	474.347	7167.41
16	-1578.49	-2086.32	507.829	7673.32
17	-1578.52	-2118.85	540.332	8164.44
18	-1578.55	-2149.85	571.299	8632.35
19	-1578.58	-2178.72	600.136	9068.08
20	-1578.6	-2204.88	626.283	9463.16
21	-1578.61	-2227.89	649.273	9810.54
22	-1578.62	-2247.39	668.772	10105.2
23	-1578.61	-2263.21	684.6	10344.3
24	-1578.59	-2275.31	696.72	10527.5
25	-1578.57	-2283.8	705.227	10656
26	-1578.55	-2288.86	710.314	10732.9
27	-1578.52	-2290.77	712.247	10762.1
28	-1578.49	-2289.83	711.336	10748.3
29	-1578.47	-2286.38	707.914	10696.6
30	-1578.44	-2280.76	702.314	10612
31	-1578.42	-2273.28	694.861	10499.4
32	-1578.4	-2264.25	685.857	10363.3
33	-1578.38	-2253.95	675.575	10208
34	-1578.36	-2242.62	664.257	10036.9
35	-1578.35	-2230.46	652.112	9853.44
36	-1578.34	-2217.65	639.316	9660.1
37	-1578.33	-2204.34	626.017	9459.15
38	-1578.32	-2190.65	612.333	9252.38
39	-1578.31	-2176.67	598.359	9041.24
40	-1578.31	-2162.48	584.172	8826.87
41	-1578.3	-2148.14	569.832	8610.19
42	-1578.3	-2133.69	555.388	8391.94
43	-1578.3	-2119.18	540.879	8172.71
44	-1578.3	-2104.63	526.339	7953
45	-1578.29	-2090.09	511.796	7733.27
46	-1578.29	-2075.57	497.28	7513.93
47	-1578.29	-2061.1	482.816	7295.37
48	-1578.29	-2046.72	468.43	7078
49	-1578.28	-2032.43	454.148	6862.21
