loop	totalEnergy	potEnergy	kinEnergy	temperature
0	-14561.2	-15160.7	599.435	1132.19
1	-12026.8	-14918.5	2891.71	5461.73
2	-5574.6	-13287	7712.45	14566.9
3	772802	23670.8	749131	1.41493e+06
4	3.31708e+37	2.07405e+18	3.31708e+37	6.26515e+37
5	1.32683e+38	2.69743e+08	1.32683e+38	2.50606e+38
6	1.32683e+38	-174.976	1.32683e+38	2.50606e+38
7	1.32683e+38	3.06704e+10	1.32683e+38	2.50606e+38
8	1.32683e+38	740.78	1.32683e+38	2.50606e+38
9	1.32683e+38	49554.5	1.32683e+38	2.50606e+38
10	1.32683e+38	6.98282e+07	1.32683e+38	2.50606e+38
11	1.32683e+38	1.35189e+08	1.32683e+38	2.50606e+38
12	1.32683e+38	-58.0681	1.32683e+38	2.50606e+38
13	1.32683e+38	-51.3715	1.32683e+38	2.50606e+38
14	1.32683e+38	749598	1.32683e+38	2.50606e+38
15	1.32683e+38	-38.938	1.32683e+38	2.50606e+38
16	1.32683e+38	-45.7343	1.32683e+38	2.50606e+38
17	1.32683e+38	9.00839e+13	1.32683e+38	2.50606e+38
18	1.32683e+38	-40.1678	1.32683e+38	2.50606e+38
19	1.32683e+38	-58.4482	1.32683e+38	2.50606e+38
etime:	31	s	0	0
mass:	1.00794	0	0	0
loops:	20	0	0	0
dt:	0.1	0	0	0
eps:	1	0	0	0
sig:	1	0	0	0
