loop	totalEnergy	potEnergy	kinEnergy	temperature
0	-1579.17	-1891.1	311.928	4713.26
1	-1579.7	-1893.88	314.174	4747.18
2	-1580.2	-1895.8	315.606	4768.83
3	-1580.66	-1896.95	316.282	4779.04
4	-1581.14	-1897.8	316.663	4784.79
5	-1581.65	-1898.79	317.141	4792.02
6	-1582.18	-1899.88	317.705	4800.54
7	-1582.7	-1900.78	318.082	4806.24
8	-1583.2	-1901.28	318.083	4806.25
9	-1583.69	-1901.46	317.768	4801.49
10	-1584.18	-1901.56	317.375	4795.55
11	-1584.69	-1901.8	317.104	4791.46
12	-1585.22	-1902.14	316.919	4788.66
13	-1585.76	-1902.26	316.5	4782.34
14	-1586.28	-1901.7	315.424	4766.07
15	-1586.76	-1900.26	313.499	4736.99
16	-1587.21	-1898.21	310.999	4699.22
17	-1587.65	-1896.2	308.554	4662.27
18	-1588.1	-1894.91	306.81	4635.92
19	-1588.57	-1894.74	306.175	4626.32
20	-1589.04	-1895.84	306.799	4635.75
21	-1589.54	-1898.19	308.649	4663.7
22	-1590.07	-1901.51	311.432	4705.75
23	-1590.64	-1905.1	314.453	4751.4
24	-1591.22	-1907.91	316.692	4785.23
25	-1591.75	-1909	317.254	4793.72
26	-1592.22	-1908.12	315.905	4773.34
27	-1592.64	-1905.91	313.27	4733.52
28	-1593.06	-1903.56	310.502	4691.7
29	-1593.51	-1902.15	308.645	4663.65
30	-1593.99	-1902.2	308.206	4657
31	-1594.5	-1903.65	309.154	4671.33
32	-1595.03	-1906.08	311.049	4699.97
33	-1595.57	-1908.77	313.198	4732.43
34	-1596.09	-1911.03	314.935	4758.68
35	-1596.6	-1912.45	315.853	4772.55
36	-1597.1	-1912.94	315.839	4772.35
37	-1597.58	-1912.6	315.014	4759.88
38	-1598.05	-1911.73	313.678	4739.69
39	-1598.53	-1910.77	312.244	4718.02
40	-1599.02	-1910.04	311.029	4699.66
41	-1599.51	-1909.59	310.087	4685.42
42	-1599.99	-1909.35	309.362	4674.48
43	-1600.45	-1909.37	308.916	4667.73
44	-1600.93	-1909.83	308.901	4667.51
45	-1601.42	-1910.8	309.384	4674.81
46	-1601.92	-1912.15	310.229	4687.57
47	-1602.41	-1913.62	311.209	4702.38
48	-1602.89	-1915.15	312.256	4718.2
49	-1603.39	-1916.86	313.473	4736.59
50	-1603.91	-1918.76	314.851	4757.42
51	-1604.43	-1920.55	316.113	4776.48
52	-1604.94	-1921.92	316.982	4789.61
53	-1605.44	-1922.89	317.449	4796.67
54	-1605.97	-1923.5	317.53	4797.9
55	-1606.51	-1923.42	316.912	4788.56
56	-1607.02	-1922.19	315.178	4762.36
57	-1607.47	-1919.78	312.317	4719.12
58	-1607.88	-1916.78	308.896	4667.44
59	-1608.28	-1914.17	305.884	4621.92
60	-1608.71	-1912.98	304.279	4597.66
61	-1609.18	-1913.84	304.654	4603.34
62	-1609.72	-1916.52	306.806	4635.86
63	-1610.27	-1920.08	309.805	4681.17
64	-1610.82	-1923.31	312.485	4721.67
65	-1611.33	-1925.33	313.997	4744.51
66	-1611.81	-1925.87	314.059	4745.45
67	-1612.26	-1925.17	312.908	4728.05
68	-1612.7	-1923.83	311.127	4701.15
69	-1613.15	-1922.57	309.417	4675.3
70	-1613.63	-1921.89	308.26	4657.83
71	-1614.13	-1921.83	307.7	4649.37
72	-1614.64	-1922.06	307.422	4645.17
73	-1615.13	-1922.17	307.046	4639.48
74	-1615.61	-1921.92	306.311	4628.38
75	-1616.1	-1921.1	305.003	4608.6
76	-1616.57	-1919.44	302.871	4576.39
77	-1617	-1916.81	299.808	4530.12
78	-1617.39	-1913.49	296.101	4474.09
79	-1617.76	-1910.21	292.452	4418.97
80	-1618.14	-1907.83	289.695	4377.3
81	-1618.55	-1906.91	288.369	4357.27
82	-1618.98	-1907.5	288.52	4359.55
83	-1619.42	-1909.23	289.807	4379
84	-1619.87	-1911.63	291.758	4408.49
85	-1620.32	-1914.26	293.94	4441.44
86	-1620.77	-1916.79	296.025	4472.95
87	-1621.21	-1919.07	297.858	4500.64
88	-1621.64	-1921.13	299.486	4525.25
89	-1622.08	-1923.18	301.093	4549.53
90	-1622.54	-1925.4	302.863	4576.28
91	-1623.01	-1927.89	304.878	4606.72
92	-1623.51	-1930.52	307.015	4639
93	-1624.03	-1932.91	308.878	4667.16
94	-1624.54	-1934.47	309.935	4683.13
95	-1625.01	-1934.91	309.901	4682.62
96	-1625.45	-1934.45	309	4669
97	-1625.92	-1933.61	307.692	4649.24
98	-1626.4	-1932.58	306.182	4626.42
99	-1626.86	-1931.29	304.435	4600.02
100	-1627.3	-1929.85	302.553	4571.59
101	-1627.73	-1928.59	300.853	4545.9
102	-1628.17	-1927.82	299.647	4527.67
