loop	totalEnergy	potEnergy	kinEnergy	temperature
0	-11715.2	-12245.4	530.196	1215.34
1	-9483.17	-12047.1	2563.93	5877.17
2	-3832.92	-10649.5	6816.6	15625.4
3	689337	21842.4	667495	1.53007e+06
4	1.23134e+33	2.87005e+16	1.23134e+33	2.82253e+33
5	4.92535e+33	-28.5864	4.92535e+33	1.12901e+34
6	4.92535e+33	-0.533411	4.92535e+33	1.12901e+34
7	4.92535e+33	0	4.92535e+33	1.12901e+34
8	4.92535e+33	0	4.92535e+33	1.12901e+34
9	4.92535e+33	0	4.92535e+33	1.12901e+34
10	4.92535e+33	0	4.92535e+33	1.12901e+34
11	4.92535e+33	0	4.92535e+33	1.12901e+34
12	4.92535e+33	0	4.92535e+33	1.12901e+34
13	4.92535e+33	0	4.92535e+33	1.12901e+34
14	4.92535e+33	0	4.92535e+33	1.12901e+34
15	4.92535e+33	0	4.92535e+33	1.12901e+34
16	4.92535e+33	0	4.92535e+33	1.12901e+34
17	4.92535e+33	0	4.92535e+33	1.12901e+34
18	4.92535e+33	0	4.92535e+33	1.12901e+34
19	4.92535e+33	0	4.92535e+33	1.12901e+34
etime:	7	s	0	0
mass:	1.00794	0	0	0
loops:	20	0	0	0
dt:	0.1	0	0	0
eps:	1	0	0	0
sig:	1	0	0	0
cutoff:	5	0	0	0
