loop	totalEnergy	potEnergy	kinEnergy	temperature
0	-21057.8	-21812.9	755.073	1001.63
1	-17850.1	-21493.4	3643.29	4832.95
2	-9642.67	-19389.2	9746.5	12929.1
3	1.04859e+06	29299	1.01929e+06	1.35213e+06
4	9.09504e+46	5.24855e+22	9.09504e+46	1.20649e+47
5	3.63802e+47	0	3.63802e+47	4.82595e+47
6	3.63802e+47	0	3.63802e+47	4.82595e+47
7	3.63802e+47	0	3.63802e+47	4.82595e+47
8	3.63802e+47	0	3.63802e+47	4.82595e+47
9	3.63802e+47	0	3.63802e+47	4.82595e+47
10	3.63802e+47	0	3.63802e+47	4.82595e+47
11	3.63802e+47	0	3.63802e+47	4.82595e+47
12	3.63802e+47	0	3.63802e+47	4.82595e+47
13	3.63802e+47	0	3.63802e+47	4.82595e+47
14	3.63802e+47	0	3.63802e+47	4.82595e+47
15	3.63802e+47	0	3.63802e+47	4.82595e+47
16	3.63802e+47	0	3.63802e+47	4.82595e+47
17	3.63802e+47	0	3.63802e+47	4.82595e+47
18	3.63802e+47	0	3.63802e+47	4.82595e+47
19	3.63802e+47	0	3.63802e+47	4.82595e+47
etime:	12	s	0	0
mass:	1.00794	0	0	0
loops:	20	0	0	0
dt:	0.1	0	0	0
eps:	1	0	0	0
sig:	1	0	0	0
cutoff:	5	0	0	0
