loop	totalEnergy	potEnergy	kinEnergy	temperature
0	-3341.14	-3341.15	0.00447423	0.0375018
8	-3341.14	-3342.4	1.25692	10.5352
16	-3340.53	-3344.92	4.38652	36.7667
24	-3339.86	-3348.43	8.57361	71.8617
32	-3339.66	-3352.54	12.885	107.999
40	-3339.6	-3356.22	16.6204	139.308
48	-3339.6	-3359.06	19.4657	163.156
56	-3339.52	-3360.91	21.3985	179.357
64	-3339.23	-3361.71	22.4819	188.437
72	-3338.8	-3361.6	22.7957	191.067
80	-3338.8	-3361.35	22.5444	188.961
88	-3338.18	-3360.3	22.1202	185.406
96	-3337.71	-3359.63	21.9184	183.714
104	-3337.43	-3359.58	22.1511	185.665
112	-3337.19	-3359.96	22.7731	190.878
120	-3337.04	-3360.56	23.528	197.206
128	-3336.85	-3360.91	24.0664	201.718
136	-3336.88	-3360.95	24.064	201.698
144	-3336.75	-3360.09	23.3412	195.64
152	-3336.65	-3358.59	21.9394	183.891
160	-3336.46	-3356.58	20.1164	168.61
168	-3336.39	-3354.51	18.1227	151.9
176	-3336.39	-3352.44	16.0502	134.529
184	-3336.46	-3350.33	13.872	116.271
192	-3336.38	-3347.97	11.5901	97.1448
200	-3336.38	-3345.79	9.40499	78.8301
208	-3336.28	-3343.97	7.6884	64.4421
216	-3336.43	-3343.15	6.71854	56.3131
224	-3336.29	-3342.77	6.48294	54.3383
232	-3336.29	-3343	6.71516	56.2847
240	-3336.29	-3343.41	7.12214	59.696
248	-3336.29	-3343.83	7.54029	63.2008
256	-3336.29	-3344.25	7.9648	66.7589
264	-3335.91	-3344.39	8.47899	71.0687
272	-3335.82	-3344.95	9.13531	76.5698
280	-3335.85	-3345.76	9.90963	83.06
288	-3335.7	-3346.45	10.7469	90.0774
296	-3335.56	-3347.16	11.5953	97.1888
304	-3335.48	-3347.9	12.4192	104.094
312	-3335.3	-3348.51	13.2042	110.674
320	-3335.37	-3349.31	13.9361	116.808
328	-3335.22	-3349.82	14.6002	122.375
336	-3335.2	-3350.42	15.2248	127.61
344	-3335.36	-3351.22	15.8516	132.864
352	-3335.8	-3352.38	16.5732	138.912
360	-3335.73	-3353.2	17.4667	146.401
368	-3335.8	-3354.36	18.5575	155.544
376	-3336.07	-3355.84	19.7728	165.73
384	-3336.58	-3357.52	20.9412	175.524
392	-3336.74	-3358.56	21.8221	182.907
400	-3336.74	-3358.94	22.1996	186.071
408	-3336.87	-3358.84	21.9705	184.151
416	-3337.28	-3358.48	21.1993	177.687
424	-3337.49	-3357.59	20.1009	168.48
432	-3337.9	-3356.88	18.9817	159.1
440	-3338.26	-3356.38	18.1157	151.841
448	-3338.38	-3355.95	17.5656	147.23
456	-3338.35	-3355.49	17.1482	143.732
464	-3338.58	-3355.14	16.5585	138.789
472	-3338.92	-3354.6	15.6801	131.427
480	-3338.98	-3353.62	14.6439	122.741
488	-3339.13	-3352.85	13.7227	115.02
496	-3339.27	-3352.37	13.1024	109.821
504	-3339.01	-3351.86	12.8499	107.705
512	-3338.88	-3351.86	12.9799	108.794
520	-3339.07	-3352.5	13.4313	112.577
528	-3339.26	-3353.33	14.067	117.906
536	-3339.73	-3354.42	14.6894	123.123
544	-3339.56	-3354.68	15.1196	126.729
552	-3339.58	-3354.84	15.2596	127.902
560	-3339.71	-3354.89	15.1859	127.285
568	-3339.38	-3354.55	15.1691	127.144
576	-3339.32	-3354.81	15.4915	129.846
584	-3339.19	-3355.4	16.2126	135.89
592	-3338.77	-3355.88	17.1107	143.418
600	-3338.58	-3356.45	17.8673	149.759
608	-3338.55	-3356.83	18.278	153.201
616	-3338.59	-3356.93	18.3406	153.726
624	-3338.36	-3356.57	18.2088	152.621
632	-3338.09	-3356.21	18.1207	151.883
640	-3337.89	-3356.14	18.2497	152.964
648	-3337.89	-3356.58	18.6844	156.607
656	-3337.55	-3356.88	19.3277	162
664	-3337.55	-3357.4	19.847	166.353
672	-3337.32	-3357.2	19.8856	166.676
680	-3337.03	-3356.38	19.3494	162.181
688	-3337.1	-3355.55	18.4493	154.638
696	-3336.82	-3354.29	17.4647	146.385
704	-3336.82	-3353.34	16.5187	138.456
712	-3336.69	-3352.31	15.6263	130.976
720	-3336.35	-3351.17	14.8195	124.213
728	-3336.06	-3350.23	14.1755	118.815
736	-3335.9	-3349.69	13.785	115.542
744	-3335.9	-3349.56	13.6555	114.457
752	-3335.92	-3349.65	13.7316	115.094
760	-3335.93	-3349.83	13.8953	116.467
768	-3336.01	-3349.98	13.9701	117.094
776	-3335.72	-3349.53	13.8017	115.683
784	-3335.66	-3349.01	13.3564	111.95
792	-3335.66	-3348.43	12.7724	107.055
800	-3335.65	-3347.99	12.3379	103.413
808	-3335.79	-3348.05	12.2601	102.761
816	-3335.72	-3348.16	12.4402	104.27
824	-3335.72	-3348.29	12.5695	105.354
832	-3335.86	-3348.21	12.3457	103.478
840	-3336.08	-3347.76	11.6809	97.9064
848	-3336.08	-3346.82	10.7494	90.0987
856	-3336.14	-3346.02	9.88093	82.8194
864	-3335.99	-3345.4	9.41633	78.9253
872	-3335.99	-3345.55	9.56331	80.1572
880	-3336.21	-3346.54	10.3303	86.586
888	-3336.21	-3347.74	11.5331	96.6672
896	-3336.21	-3349.15	12.9427	108.482
904	-3336.21	-3350.69	14.4861	121.419
912	-3336.27	-3352.43	16.1564	135.419
920	-3336.49	-3354.19	17.6992	148.35
928	-3336.82	-3355.47	18.6505	156.324
936	-3337.04	-3355.83	18.7884	157.479
944	-3337.17	-3355.51	18.3343	153.673
952	-3337.39	-3355.15	17.7566	148.831
960	-3337.39	-3354.86	17.4639	146.378
968	-3337.52	-3355.15	17.6289	147.761
976	-3337.29	-3355.48	18.1864	152.433
984	-3337.3	-3356.21	18.9141	158.533
992	-3337.3	-3356.88	19.5731	164.057
1000	-3337.57	-3357.63	20.0543	168.09
1008	-3337.99	-3358.43	20.4383	171.308
1016	-3338.19	-3359.05	20.8597	174.84
1024	-3338.45	-3359.83	21.3772	179.179
1032	-3338.81	-3360.6	21.7928	182.661
1040	-3339.07	-3360.78	21.7107	181.974
1048	-3339.17	-3359.79	20.6189	172.822
1056	-3338.97	-3357.36	18.3846	154.095
1064	-3338.83	-3354.48	15.6468	131.148
1072	-3338.62	-3351.81	13.1847	110.51
1080	-3338.72	-3349.42	10.6998	89.6831
1088	-3338.65	-3346.48	7.82223	65.5639
1096	-3338.65	-3344.3	5.64559	47.3199
1104	-3338.65	-3344.75	6.10218	51.1469
1112	-3338.65	-3348.34	9.6876	81.1989
1120	-3338.78	-3353.18	14.3988	120.687
1128	-3339.01	-3356.75	17.7432	148.719
1136	-3338.65	-3357.49	18.8338	157.86
1144	-3338.32	-3356.77	18.451	154.651
1152	-3338.01	-3355.85	17.8413	149.541
1160	-3337.65	-3355.29	17.6452	147.898
1168	-3337.48	-3355.33	17.848	149.597
1176	-3336.99	-3355.18	18.1912	152.474
1184	-3336.77	-3355.13	18.3633	153.917
1192	-3336.63	-3354.88	18.2443	152.919
1200	-3336.7	-3354.86	18.1567	152.185
1208	-3336.49	-3355.21	18.7196	156.903
1216	-3336.57	-3356.76	20.1872	169.203
1224	-3336.77	-3358.84	22.0748	185.025
1232	-3336.7	-3360.18	23.4708	196.726
1240	-3336.42	-3360.16	23.7415	198.995
1248	-3336.5	-3359.31	22.8101	191.189
1256	-3336.4	-3357.43	21.0247	176.224
1264	-3336.4	-3355.2	18.7994	157.572
1272	-3336.12	-3352.66	16.5311	138.559
1280	-3336.12	-3350.59	14.4713	121.295
1288	-3336.12	-3348.85	12.7287	106.689
1296	-3336.12	-3347.43	11.309	94.7887
1304	-3335.83	-3346.09	10.2565	85.967
1312	-3335.76	-3345.4	9.63306	80.7418
1320	-3335.61	-3344.9	9.29117	77.8761
1328	-3335.67	-3344.55	8.88109	74.439
1336	-3335.67	-3344	8.33347	69.8489
1344	-3335.66	-3343.67	8.01273	67.1606
1352	-3335.52	-3343.8	8.28712	69.4605
1360	-3335.58	-3344.79	9.20681	77.1691
1368	-3335.59	-3346.08	10.4931	87.9503
1376	-3335.59	-3347.3	11.7169	98.2078
1384	-3335.52	-3347.99	12.4691	104.513
1392	-3335.59	-3348.2	12.6076	105.673
1400	-3335.59	-3347.9	12.3155	103.225
1408	-3335.58	-3347.55	11.9646	100.284
1416	-3335.72	-3347.6	11.8824	99.5955
1424	-3335.86	-3347.98	12.1271	101.646
1432	-3336.14	-3348.7	12.5572	105.251
1440	-3336.28	-3349.49	13.2118	110.738
1448	-3336.28	-3350.76	14.4833	121.395
1456	-3336.2	-3352.9	16.6984	139.961
1464	-3336.56	-3356.07	19.5115	163.54
1472	-3336.76	-3358.8	22.0331	184.676
1480	-3336.84	-3360.39	23.5463	197.359
1488	-3337.07	-3361.11	24.0368	201.47
1496	-3337.02	-3360.93	23.9138	200.439
1504	-3337.24	-3360.72	23.4792	196.797
1512	-3337.33	-3360.17	22.8377	191.419
1520	-3337.4	-3359.55	22.1463	185.625
1528	-3337.76	-3359.28	21.5134	180.32
1536	-3338.17	-3358.79	20.6223	172.851
1544	-3338.38	-3357.37	18.9862	159.137
1552	-3338.32	-3354.84	16.5251	138.509
1560	-3338.37	-3352.19	13.8139	115.785
1568	-3338.43	-3350.05	11.6205	97.3997
1576	-3338.36	-3348.81	10.443	87.5305
1584	-3338.2	-3348.76	10.56	88.511
1592	-3338.51	-3350.59	12.0847	101.291
1600	-3338.75	-3353.18	14.4268	120.921
1608	-3338.61	-3354.63	16.0177	134.256
1616	-3338.35	-3353.8	15.4517	129.512
1624	-3338.28	-3351.72	13.4324	112.587
1632	-3338.52	-3350.92	12.4014	103.945
1640	-3338.52	-3351.28	12.7623	106.97
1648	-3338.16	-3350.86	12.6992	106.441
1656	-3337.75	-3349.42	11.6697	97.8127
1664	-3337.47	-3348.27	10.7911	90.448
1672	-3337.74	-3349.11	11.3777	95.365
1680	-3337.6	-3351.48	13.8776	116.318
1688	-3337.69	-3355.31	17.6164	147.656
1696	-3337.72	-3359.09	21.3703	179.12
1704	-3337.55	-3361.6	24.0571	201.641
1712	-3337.86	-3363.02	25.1627	210.907
1720	-3337.61	-3362.35	24.743	207.39
1728	-3337.65	-3361.01	23.3672	195.858
1736	-3337.53	-3359.33	21.8034	182.75
1744	-3337.47	-3357.93	20.4659	171.54
1752	-3337.2	-3356.3	19.1047	160.131
1760	-3337.06	-3354.45	17.3909	145.766
1768	-3336.84	-3352.42	15.5771	130.563
1776	-3336.46	-3350.72	14.2575	119.503
1784	-3336.51	-3350.35	13.8378	115.985
1792	-3336.22	-3350.48	14.2623	119.543
1800	-3336.07	-3351.19	15.1251	126.775
1808	-3335.66	-3351.59	15.9295	133.516
1816	-3335.81	-3352.09	16.2846	136.493
1824	-3335.66	-3351.64	15.982	133.957
1832	-3335.86	-3350.98	15.1159	126.697
1840	-3335.86	-3349.94	14.0803	118.017
1848	-3335.8	-3349.1	13.3021	111.495
1856	-3335.63	-3348.49	12.8636	107.819
1864	-3335.44	-3347.96	12.5152	104.899
1872	-3335.6	-3347.51	11.91	99.8266
1880	-3335.79	-3346.73	10.9413	91.7069
1888	-3335.93	-3345.69	9.76572	81.8537
1896	-3335.77	-3344.47	8.70376	72.9527
