loop	totalEnergy	potEnergy	kinEnergy	temperature
0	-5137.96	-5137.96	0.00646332	0.0353374
8	-5137.96	-5139.78	1.82094	9.95576
16	-5137.29	-5143.7	6.40584	35.0232
24	-5136.27	-5148.95	12.6869	69.3642
32	-5135.99	-5155.41	19.4192	106.172
40	-5135.86	-5161.48	25.6138	140.04
48	-5135.8	-5166.52	30.7206	167.961
56	-5135.66	-5170.19	34.5357	188.82
64	-5135.23	-5172.21	36.9859	202.216
72	-5134.83	-5172.9	38.0696	208.141
80	-5134.6	-5172.59	37.9831	207.668
88	-5133.35	-5170.58	37.2318	203.56
96	-5132.38	-5168.84	36.4545	199.311
104	-5131.79	-5167.94	36.1516	197.655
112	-5131.86	-5168.41	36.5517	199.842
120	-5132.03	-5169.63	37.6031	205.591
128	-5131.69	-5170.71	39.0232	213.355
136	-5131.2	-5171.59	40.3877	220.815
144	-5131.07	-5172.38	41.3061	225.836
152	-5131.07	-5172.63	41.5547	227.196
160	-5130.82	-5171.97	41.1481	224.973
168	-5130.64	-5170.82	40.1736	219.644
176	-5130.36	-5169.02	38.6581	211.359
184	-5130.41	-5166.9	36.496	199.537
192	-5130.27	-5163.84	33.5754	183.57
200	-5130.18	-5160.16	29.9734	163.876
208	-5129.96	-5155.95	25.9914	142.105
216	-5129.98	-5152.11	22.1282	120.983
224	-5129.91	-5148.78	18.8703	103.171
232	-5129.72	-5146.17	16.4446	89.9091
240	-5129.62	-5144.36	14.7419	80.5994
248	-5129.55	-5143.04	13.4924	73.7679
256	-5129.55	-5142.07	12.5197	68.45
264	-5129.62	-5141.46	11.8426	64.7481
272	-5129.62	-5141.15	11.5308	63.0434
280	-5129.55	-5141.1	11.5478	63.1365
288	-5129.31	-5141.08	11.7706	64.3541
296	-5129.08	-5141.2	12.1141	66.2325
304	-5129.01	-5141.63	12.6144	68.968
312	-5128.56	-5141.93	13.3724	73.1123
320	-5128.4	-5142.88	14.4823	79.1804
328	-5128.44	-5144.4	15.9614	87.2672
336	-5128.59	-5146.33	17.7386	96.9838
344	-5128.43	-5148.07	19.6392	107.375
352	-5128.04	-5149.51	21.4673	117.37
360	-5127.89	-5150.95	23.0525	126.037
368	-5128.22	-5152.58	24.3601	133.186
376	-5128.46	-5153.96	25.5031	139.435
384	-5128.64	-5155.26	26.6223	145.554
392	-5128.92	-5156.7	27.7793	151.88
400	-5129.09	-5158.07	28.9813	158.452
408	-5129.03	-5159.29	30.2523	165.401
416	-5129.63	-5161.26	31.6291	172.929
424	-5129.77	-5162.86	33.0862	180.895
432	-5130.21	-5164.72	34.5143	188.703
440	-5130.21	-5165.96	35.7571	195.498
448	-5130.48	-5167.13	36.6494	200.376
456	-5130.85	-5167.9	37.0472	202.551
464	-5131.06	-5167.86	36.803	201.216
472	-5131.25	-5167.13	35.8728	196.13
480	-5131.65	-5166.15	34.4986	188.617
488	-5131.93	-5165.15	33.2179	181.615
496	-5132.38	-5164.85	32.4729	177.542
504	-5132.47	-5164.58	32.1165	175.593
512	-5132.92	-5164.46	31.5418	172.451
520	-5132.99	-5163.26	30.2774	165.538
528	-5132.99	-5161.4	28.4113	155.336
536	-5133.02	-5159.46	26.4392	144.553
544	-5133.42	-5158.33	24.9143	136.216
552	-5133.9	-5157.99	24.0945	131.734
560	-5133.76	-5157.66	23.9045	130.695
568	-5134.07	-5158.13	24.0557	131.522
576	-5134.33	-5158.62	24.2884	132.794
584	-5134.52	-5158.89	24.376	133.273
592	-5135.14	-5159.39	24.2498	132.583
600	-5135.21	-5159.32	24.1145	131.843
608	-5135.71	-5160.05	24.339	133.071
616	-5135.28	-5160.37	25.0946	137.202
624	-5134.93	-5161.04	26.1159	142.785
632	-5134.85	-5161.72	26.8739	146.93
640	-5134.68	-5161.71	27.0392	147.833
648	-5134.75	-5161.6	26.8528	146.814
656	-5134.21	-5161.19	26.9754	147.485
664	-5134.3	-5162.16	27.8618	152.331
672	-5134.24	-5163.6	29.3543	160.491
680	-5133.59	-5164.41	30.8229	168.521
688	-5133.61	-5165.29	31.679	173.201
696	-5133.64	-5165.4	31.7601	173.645
704	-5133.48	-5164.8	31.3225	171.252
712	-5133.46	-5164.2	30.7453	168.096
720	-5133.2	-5163.49	30.2948	165.633
728	-5133.1	-5163.25	30.1485	164.833
736	-5132.9	-5163.35	30.4459	166.459
744	-5132.41	-5163.58	31.1692	170.414
752	-5132.47	-5164.55	32.0774	175.379
760	-5132.31	-5165.07	32.7571	179.095
768	-5131.77	-5164.66	32.8903	179.824
776	-5131.5	-5163.83	32.3292	176.756
784	-5131.39	-5162.49	31.0993	170.032
792	-5131.25	-5160.84	29.5838	161.746
800	-5131.19	-5159.55	28.3647	155.08
808	-5130.66	-5158.42	27.7612	151.781
816	-5130.51	-5158.09	27.5799	150.79
824	-5130.51	-5157.9	27.3869	149.735
832	-5130.51	-5157.45	26.9372	147.276
840	-5130.14	-5156.42	26.2789	143.677
848	-5130	-5155.6	25.6084	140.011
856	-5130	-5155.13	25.1311	137.401
864	-5129.7	-5154.62	24.9243	136.271
872	-5129.56	-5154.36	24.7985	135.583
880	-5129.49	-5153.89	24.3979	133.392
888	-5129.21	-5152.65	23.4405	128.158
896	-5129.2	-5151.21	22.0109	120.342
904	-5128.98	-5149.62	20.643	112.863
912	-5128.98	-5148.98	19.9979	109.336
920	-5128.9	-5149.25	20.3478	111.249
928	-5128.82	-5150.15	21.3308	116.624
936	-5128.89	-5151.15	22.2588	121.697
944	-5129.03	-5151.69	22.6538	123.857
952	-5129.19	-5151.63	22.4462	122.722
960	-5129.4	-5151.21	21.8136	119.263
968	-5129.54	-5150.46	20.9239	114.399
976	-5129.26	-5149.17	19.9112	108.862
984	-5129.4	-5148.36	18.9603	103.663
992	-5129.58	-5147.97	18.3906	100.548
1000	-5129.62	-5148.08	18.4655	100.958
1008	-5129.62	-5148.76	19.1393	104.642
1016	-5129.91	-5150.03	20.1192	109.999
1024	-5130.28	-5151.44	21.1619	115.7
1032	-5130.94	-5153.18	22.2361	121.573
1040	-5131.01	-5154.39	23.3833	127.845
1048	-5131	-5155.55	24.5464	134.204
1056	-5131.11	-5156.67	25.5597	139.745
1064	-5130.89	-5157.24	26.3479	144.054
1072	-5130.96	-5158.01	27.0514	147.9
1080	-5131.16	-5159.19	28.0325	153.264
1088	-5131.14	-5160.76	29.6214	161.952
1096	-5131.15	-5162.83	31.6799	173.206
1104	-5131.29	-5164.77	33.4817	183.057
1112	-5131.42	-5165.67	34.2438	187.224
1120	-5131.69	-5165.56	33.8654	185.155
1128	-5132.05	-5165.19	33.1397	181.187
1136	-5132.01	-5165.12	33.1161	181.058
1144	-5132.54	-5166.69	34.145	186.684
1152	-5132.74	-5168.4	35.6591	194.962
1160	-5132.78	-5169.62	36.8375	201.405
1168	-5133.26	-5170.41	37.1444	203.083
1176	-5133.71	-5170.16	36.4462	199.265
1184	-5133.71	-5168.64	34.9349	191.002
1192	-5133.75	-5166.86	33.1083	181.016
1200	-5133.63	-5165.35	31.7253	173.454
1208	-5133.84	-5165.17	31.3297	171.292
1216	-5133.92	-5165.36	31.4408	171.899
1224	-5134.03	-5164.47	30.4473	166.467
1232	-5134.3	-5161.39	27.0953	148.14
1240	-5134.18	-5156.32	22.1369	121.031
1248	-5134.19	-5152.33	18.1314	99.1316
1256	-5133.81	-5150.99	17.1791	93.9249
1264	-5133.8	-5152.88	19.0806	104.321
1272	-5133.64	-5155.51	21.8633	119.535
1280	-5133.48	-5156.99	23.5084	128.53
1288	-5133.67	-5157.15	23.4753	128.348
1296	-5133.48	-5156.45	22.9646	125.556
1304	-5133.05	-5156.63	23.5815	128.929
